dataset,var,class
endline,c11_disease_u7_8_2,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_9_2,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_10_2,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_11_2,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_12_2,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_13_2,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_14_2,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_15_2,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_16_2,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_17_2,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_18_2,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_19_2,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_20_2,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_21_2,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_22_2,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_23_2,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_24_2,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_25_2,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_26_2,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_27_2,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_28_2,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_29_2,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_30_2,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_31_2,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_32_2,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_33_2,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_34_2,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_35_2,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_36_2,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_37_2,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_38_2,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_39_2,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_40_2,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_41_2,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_42_2,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_43_2,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_44_2,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_45_2,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_46_2,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_47_2,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_48_2,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_98_2,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_97_2,haven_labelled/vctrs_vctr/double
endline,c12_diagnose_u7_2,haven_labelled/vctrs_vctr/double
endline,c13_medication_u7_2,haven_labelled/vctrs_vctr/double
endline,c14_meditake_u7_2,haven_labelled/vctrs_vctr/double
endline,c15_format_u7_2,character
endline,c15_format_u7_1_2,haven_labelled/vctrs_vctr/double
endline,c15_format_u7_2_2,haven_labelled/vctrs_vctr/double
endline,c15_format_u7_3_2,haven_labelled/vctrs_vctr/double
endline,c16_virtual_u7_2,character
endline,c16_virtual_u7_1_2,haven_labelled/vctrs_vctr/double
endline,c16_virtual_u7_2_2,haven_labelled/vctrs_vctr/double
endline,c16_virtual_u7_3_2,haven_labelled/vctrs_vctr/double
endline,c16_virtual_u7_4_2,haven_labelled/vctrs_vctr/double
endline,c16_virtual_u7_5_2,haven_labelled/vctrs_vctr/double
endline,c16_virtual_u7_6_2,haven_labelled/vctrs_vctr/double
endline,c16_virtual_u7_7_2,haven_labelled/vctrs_vctr/double
endline,c17_virtime_u7_2,numeric
endline,c18_virlast_u7_2,haven_labelled/vctrs_vctr/double
endline,c19_pertime_u7_2,numeric
endline,c20_personlast_u7_2,haven_labelled/vctrs_vctr/double
endline,c21_health_u7_2,numeric
endline,c22_nonhealth_u7_2,numeric
endline,c23_reimburse_u7_2,numeric
endline,c24_stopnormal_u7_2,numeric
endline,c25_assist_u7_2,character
endline,c25_assist_u7_0_2,haven_labelled/vctrs_vctr/double
endline,c25_assist_u7_1_2,haven_labelled/vctrs_vctr/double
endline,c25_assist_u7_2_2,haven_labelled/vctrs_vctr/double
endline,c25_assist_u7_3_2,haven_labelled/vctrs_vctr/double
endline,c25_assist_u7_4_2,haven_labelled/vctrs_vctr/double
endline,c25_assist_u7_5_2,haven_labelled/vctrs_vctr/double
endline,c25_assist_u7_6_2,haven_labelled/vctrs_vctr/double
endline,c25_assist_u7_7_2,haven_labelled/vctrs_vctr/double
endline,c25_assist_u7_8_2,haven_labelled/vctrs_vctr/double
endline,c25_assist_u7_9_2,haven_labelled/vctrs_vctr/double
endline,c25_assist_u7_10_2,haven_labelled/vctrs_vctr/double
endline,c25_assist_u7_11_2,haven_labelled/vctrs_vctr/double
endline,c25_assist_u7_12_2,haven_labelled/vctrs_vctr/double
endline,c25_assist_u7_97_2,haven_labelled/vctrs_vctr/double
endline,c25_assist_u7_98_2,haven_labelled/vctrs_vctr/double
endline,c26_nonsick_u7_2,character
endline,c26_nonsick_u7_1_2,haven_labelled/vctrs_vctr/double
endline,c26_nonsick_u7_2_2,haven_labelled/vctrs_vctr/double
endline,c26_nonsick_u7_3_2,haven_labelled/vctrs_vctr/double
endline,c26_nonsick_u7_4_2,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_2,character
endline,c27_notconsult_u7_1_2,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_2_2,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_3_2,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_4_2,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_5_2,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_6_2,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_7_2,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_8_2,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_9_2,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_10_2,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_11_2,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_12_2,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_13_2,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_14_2,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_15_2,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_16_2,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_17_2,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_18_2,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_19_2,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_20_2,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_21_2,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_22_2,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_23_2,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_24_2,haven_labelled/vctrs_vctr/double
endline,c28_inpatient_u7_2,haven_labelled/vctrs_vctr/double
endline,c29_insu_u7_2,haven_labelled/vctrs_vctr/double
endline,c30_episode_u7_2,numeric
endline,c31_disease_u7_2,character
endline,c31_disease_u7_1_2,haven_labelled/vctrs_vctr/double
endline,c31_disease_u7_2_2,haven_labelled/vctrs_vctr/double
endline,c31_disease_u7_3_2,haven_labelled/vctrs_vctr/double
endline,c31_disease_u7_4_2,haven_labelled/vctrs_vctr/double
endline,c31_disease_u7_5_2,haven_labelled/vctrs_vctr/double
endline,c31_disease_u7_6_2,haven_labelled/vctrs_vctr/double
endline,c31_disease_u7_7_2,haven_labelled/vctrs_vctr/double
endline,c31_disease_u7_8_2,haven_labelled/vctrs_vctr/double
endline,c31_disease_u7_9_2,haven_labelled/vctrs_vctr/double
endline,c31_disease_u7_10_2,haven_labelled/vctrs_vctr/double
endline,c31_disease_u7_11_2,haven_labelled/vctrs_vctr/double
endline,c31_disease_u7_12_2,haven_labelled/vctrs_vctr/double
endline,c31_disease_u7_13_2,haven_labelled/vctrs_vctr/double
endline,c31_disease_u7_14_2,haven_labelled/vctrs_vctr/double
endline,c31_disease_u7_15_2,haven_labelled/vctrs_vctr/double
endline,c31_disease_u7_16_2,haven_labelled/vctrs_vctr/double
endline,c31_disease_u7_17_2,haven_labelled/vctrs_vctr/double
endline,c31_disease_u7_18_2,haven_labelled/vctrs_vctr/double
endline,c31_disease_u7_19_2,haven_labelled/vctrs_vctr/double
endline,c31_disease_u7_20_2,haven_labelled/vctrs_vctr/double
endline,c31_disease_u7_21_2,haven_labelled/vctrs_vctr/double
endline,c31_disease_u7_22_2,haven_labelled/vctrs_vctr/double
endline,c31_disease_u7_23_2,haven_labelled/vctrs_vctr/double
endline,c31_disease_u7_24_2,haven_labelled/vctrs_vctr/double
endline,c31_disease_u7_25_2,haven_labelled/vctrs_vctr/double
endline,c31_disease_u7_26_2,haven_labelled/vctrs_vctr/double
endline,c31_disease_u7_27_2,haven_labelled/vctrs_vctr/double
endline,c31_disease_u7_28_2,haven_labelled/vctrs_vctr/double
endline,c31_disease_u7_29_2,haven_labelled/vctrs_vctr/double
endline,c31_disease_u7_30_2,haven_labelled/vctrs_vctr/double
endline,c31_disease_u7_31_2,haven_labelled/vctrs_vctr/double
endline,c31_disease_u7_32_2,haven_labelled/vctrs_vctr/double
endline,c31_disease_u7_33_2,haven_labelled/vctrs_vctr/double
endline,c31_disease_u7_34_2,haven_labelled/vctrs_vctr/double
endline,c31_disease_u7_35_2,haven_labelled/vctrs_vctr/double
endline,c31_disease_u7_36_2,haven_labelled/vctrs_vctr/double
endline,c31_disease_u7_37_2,haven_labelled/vctrs_vctr/double
endline,c31_disease_u7_38_2,haven_labelled/vctrs_vctr/double
endline,c31_disease_u7_39_2,haven_labelled/vctrs_vctr/double
endline,c31_disease_u7_40_2,haven_labelled/vctrs_vctr/double
endline,c31_disease_u7_41_2,haven_labelled/vctrs_vctr/double
endline,c31_disease_u7_42_2,haven_labelled/vctrs_vctr/double
endline,c31_disease_u7_43_2,haven_labelled/vctrs_vctr/double
endline,c31_disease_u7_44_2,haven_labelled/vctrs_vctr/double
endline,c32_opd_u7_2,haven_labelled/vctrs_vctr/double
endline,c33_hospital_u7_2,haven_labelled/vctrs_vctr/double
endline,c34_stopnormal_u7_2,numeric
endline,c35_days_u7_2,numeric
endline,c36_health_u7_2,numeric
endline,c37_nonhealth_u7_2,numeric
endline,c38_reimburse_u7_2,numeric
endline,c38_u7_live_2,haven_labelled/vctrs_vctr/double
endline,c1_time_u7_3,numeric
endline,c2_nature_u7_3,character
endline,c2_nature_u7_1_3,haven_labelled/vctrs_vctr/double
endline,c2_nature_u7_2_3,haven_labelled/vctrs_vctr/double
endline,c2_nature_u7_3_3,haven_labelled/vctrs_vctr/double
endline,c2_nature_u7_4_3,haven_labelled/vctrs_vctr/double
endline,c2_nature_u7_5_3,haven_labelled/vctrs_vctr/double
endline,c2_nature_u7_6_3,haven_labelled/vctrs_vctr/double
endline,c2_nature_u7_7_3,haven_labelled/vctrs_vctr/double
endline,c2_nature_u7_8_3,haven_labelled/vctrs_vctr/double
endline,c2_nature_u7_9_3,haven_labelled/vctrs_vctr/double
endline,c2_nature_u7_10_3,haven_labelled/vctrs_vctr/double
endline,c2_nature_u7_11_3,haven_labelled/vctrs_vctr/double
endline,c3_test_u7_3,haven_labelled/vctrs_vctr/double
endline,c4_hospital_u7_3,numeric
endline,c5_amount_u7_3,numeric
endline,c6_selfmed_u7_3,numeric
endline,c7_compare_u7_3,haven_labelled/vctrs_vctr/double
endline,c8_illyesno_u7_3,haven_labelled/vctrs_vctr/double
endline,c9_insu_u7_3,haven_labelled/vctrs_vctr/double
endline,c10_seekcare_u7_3,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_3,character
endline,c11_disease_u7_1_3,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_2_3,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_3_3,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_4_3,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_5_3,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_6_3,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_7_3,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_8_3,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_9_3,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_10_3,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_11_3,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_12_3,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_13_3,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_14_3,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_15_3,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_16_3,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_17_3,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_18_3,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_19_3,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_20_3,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_21_3,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_22_3,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_23_3,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_24_3,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_25_3,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_26_3,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_27_3,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_28_3,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_29_3,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_30_3,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_31_3,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_32_3,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_33_3,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_34_3,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_35_3,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_36_3,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_37_3,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_38_3,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_39_3,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_40_3,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_41_3,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_42_3,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_43_3,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_44_3,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_45_3,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_46_3,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_47_3,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_48_3,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_98_3,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_97_3,haven_labelled/vctrs_vctr/double
endline,c12_diagnose_u7_3,haven_labelled/vctrs_vctr/double
endline,c13_medication_u7_3,haven_labelled/vctrs_vctr/double
endline,c14_meditake_u7_3,haven_labelled/vctrs_vctr/double
endline,c15_format_u7_3,character
endline,c15_format_u7_1_3,haven_labelled/vctrs_vctr/double
endline,c15_format_u7_2_3,haven_labelled/vctrs_vctr/double
endline,c15_format_u7_3_3,haven_labelled/vctrs_vctr/double
endline,c19_pertime_u7_3,numeric
endline,c20_personlast_u7_3,haven_labelled/vctrs_vctr/double
endline,c21_health_u7_3,numeric
endline,c22_nonhealth_u7_3,numeric
endline,c23_reimburse_u7_3,numeric
endline,c24_stopnormal_u7_3,numeric
endline,c25_assist_u7_3,character
endline,c25_assist_u7_0_3,haven_labelled/vctrs_vctr/double
endline,c25_assist_u7_1_3,haven_labelled/vctrs_vctr/double
endline,c25_assist_u7_2_3,haven_labelled/vctrs_vctr/double
endline,c25_assist_u7_3_3,haven_labelled/vctrs_vctr/double
endline,c25_assist_u7_4_3,haven_labelled/vctrs_vctr/double
endline,c25_assist_u7_5_3,haven_labelled/vctrs_vctr/double
endline,c25_assist_u7_6_3,haven_labelled/vctrs_vctr/double
endline,c25_assist_u7_7_3,haven_labelled/vctrs_vctr/double
endline,c25_assist_u7_8_3,haven_labelled/vctrs_vctr/double
endline,c25_assist_u7_9_3,haven_labelled/vctrs_vctr/double
endline,c25_assist_u7_10_3,haven_labelled/vctrs_vctr/double
endline,c25_assist_u7_11_3,haven_labelled/vctrs_vctr/double
endline,c25_assist_u7_12_3,haven_labelled/vctrs_vctr/double
endline,c25_assist_u7_97_3,haven_labelled/vctrs_vctr/double
endline,c25_assist_u7_98_3,haven_labelled/vctrs_vctr/double
endline,c26_nonsick_u7_3,character
endline,c26_nonsick_u7_1_3,haven_labelled/vctrs_vctr/double
endline,c26_nonsick_u7_2_3,haven_labelled/vctrs_vctr/double
endline,c26_nonsick_u7_3_3,haven_labelled/vctrs_vctr/double
endline,c26_nonsick_u7_4_3,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_3,character
endline,c27_notconsult_u7_1_3,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_2_3,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_3_3,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_4_3,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_5_3,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_6_3,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_7_3,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_8_3,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_9_3,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_10_3,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_11_3,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_12_3,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_13_3,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_14_3,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_15_3,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_16_3,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_17_3,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_18_3,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_19_3,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_20_3,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_21_3,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_22_3,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_23_3,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_24_3,haven_labelled/vctrs_vctr/double
endline,c28_inpatient_u7_3,haven_labelled/vctrs_vctr/double
endline,c29_insu_u7_3,haven_labelled/vctrs_vctr/double
endline,c1_time_u7_4,numeric
endline,c2_nature_u7_4,character
endline,c2_nature_u7_1_4,haven_labelled/vctrs_vctr/double
endline,c2_nature_u7_2_4,haven_labelled/vctrs_vctr/double
endline,c2_nature_u7_3_4,haven_labelled/vctrs_vctr/double
endline,c2_nature_u7_4_4,haven_labelled/vctrs_vctr/double
endline,c2_nature_u7_5_4,haven_labelled/vctrs_vctr/double
endline,c2_nature_u7_6_4,haven_labelled/vctrs_vctr/double
endline,c2_nature_u7_7_4,haven_labelled/vctrs_vctr/double
endline,c2_nature_u7_8_4,haven_labelled/vctrs_vctr/double
endline,c2_nature_u7_9_4,haven_labelled/vctrs_vctr/double
endline,c2_nature_u7_10_4,haven_labelled/vctrs_vctr/double
endline,c2_nature_u7_11_4,haven_labelled/vctrs_vctr/double
endline,c3_test_u7_4,haven_labelled/vctrs_vctr/double
endline,c4_hospital_u7_4,numeric
endline,c5_amount_u7_4,numeric
endline,c6_selfmed_u7_4,numeric
endline,c7_compare_u7_4,haven_labelled/vctrs_vctr/double
endline,c8_illyesno_u7_4,haven_labelled/vctrs_vctr/double
endline,c9_insu_u7_4,haven_labelled/vctrs_vctr/double
endline,c10_seekcare_u7_4,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_4,character
endline,c11_disease_u7_1_4,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_2_4,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_3_4,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_4_4,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_5_4,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_6_4,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_7_4,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_8_4,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_9_4,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_10_4,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_11_4,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_12_4,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_13_4,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_14_4,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_15_4,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_16_4,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_17_4,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_18_4,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_19_4,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_20_4,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_21_4,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_22_4,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_23_4,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_24_4,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_25_4,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_26_4,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_27_4,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_28_4,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_29_4,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_30_4,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_31_4,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_32_4,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_33_4,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_34_4,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_35_4,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_36_4,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_37_4,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_38_4,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_39_4,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_40_4,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_41_4,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_42_4,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_43_4,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_44_4,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_45_4,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_46_4,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_47_4,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_48_4,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_98_4,haven_labelled/vctrs_vctr/double
endline,c11_disease_u7_97_4,haven_labelled/vctrs_vctr/double
endline,c12_diagnose_u7_4,haven_labelled/vctrs_vctr/double
endline,c13_medication_u7_4,haven_labelled/vctrs_vctr/double
endline,c14_meditake_u7_4,haven_labelled/vctrs_vctr/double
endline,c15_format_u7_4,character
endline,c15_format_u7_1_4,haven_labelled/vctrs_vctr/double
endline,c15_format_u7_2_4,haven_labelled/vctrs_vctr/double
endline,c15_format_u7_3_4,haven_labelled/vctrs_vctr/double
endline,c19_pertime_u7_4,numeric
endline,c20_personlast_u7_4,haven_labelled/vctrs_vctr/double
endline,c21_health_u7_4,numeric
endline,c22_nonhealth_u7_4,numeric
endline,c23_reimburse_u7_4,numeric
endline,c24_stopnormal_u7_4,numeric
endline,c25_assist_u7_4,character
endline,c25_assist_u7_0_4,haven_labelled/vctrs_vctr/double
endline,c25_assist_u7_1_4,haven_labelled/vctrs_vctr/double
endline,c25_assist_u7_2_4,haven_labelled/vctrs_vctr/double
endline,c25_assist_u7_3_4,haven_labelled/vctrs_vctr/double
endline,c25_assist_u7_4_4,haven_labelled/vctrs_vctr/double
endline,c25_assist_u7_5_4,haven_labelled/vctrs_vctr/double
endline,c25_assist_u7_6_4,haven_labelled/vctrs_vctr/double
endline,c25_assist_u7_7_4,haven_labelled/vctrs_vctr/double
endline,c25_assist_u7_8_4,haven_labelled/vctrs_vctr/double
endline,c25_assist_u7_9_4,haven_labelled/vctrs_vctr/double
endline,c25_assist_u7_10_4,haven_labelled/vctrs_vctr/double
endline,c25_assist_u7_11_4,haven_labelled/vctrs_vctr/double
endline,c25_assist_u7_12_4,haven_labelled/vctrs_vctr/double
endline,c25_assist_u7_97_4,haven_labelled/vctrs_vctr/double
endline,c25_assist_u7_98_4,haven_labelled/vctrs_vctr/double
endline,c26_nonsick_u7_4,character
endline,c26_nonsick_u7_1_4,haven_labelled/vctrs_vctr/double
endline,c26_nonsick_u7_2_4,haven_labelled/vctrs_vctr/double
endline,c26_nonsick_u7_3_4,haven_labelled/vctrs_vctr/double
endline,c26_nonsick_u7_4_4,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_4,character
endline,c27_notconsult_u7_1_4,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_2_4,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_3_4,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_4_4,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_5_4,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_6_4,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_7_4,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_8_4,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_9_4,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_10_4,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_11_4,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_12_4,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_13_4,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_14_4,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_15_4,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_16_4,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_17_4,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_18_4,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_19_4,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_20_4,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_21_4,haven_labelled/vctrs_vctr/double
endline,c27_notconsult_u7_22_4,haven_labelled/vctrs_vctr/double
