wave,name,label,type,n_missing,pct_missing,n_unique,examples
endline,c16_virtual_u7_3_2,"C16. Messaging within a website (e.g., patient portal, viber, telegram, messenge",haven_labelled,2448,99.8,2,0 | 1
endline,c16_virtual_u7_4_2,C16. Phone calls,haven_labelled,2448,99.8,2,1 | 0
endline,c16_virtual_u7_5_2,"C16. Videoconference (e.g viber, telegram, messenger)",haven_labelled,2448,99.8,1,0
endline,c16_virtual_u7_6_2,"C16. Audioconference (e.g viber, telegram, messenger)",haven_labelled,2448,99.8,1,0
endline,c16_virtual_u7_7_2,C16. eVisit (when you answer questions about your health issue online and hear b,haven_labelled,2448,99.8,1,0
endline,c17_virtime_u7_2,"C17.During the past 30 days, how many times did [${u7_name}] have telemedicine",numeric,2448,99.8,4,1 | 4 | 3 | 5
endline,c18_virlast_u7_2,"C18.For the most recent telemedicine consultation in the last 30 days, where did",haven_labelled,2448,99.8,2,4 | 3
endline,c19_pertime_u7_2,"C19.During the past 30 days, how many in-person consultation visits did [${u7_n",numeric,2274,92.7,5,2 | 1 | 3 | 6 | 4
endline,c20_personlast_u7_2,"C20.For your most recent visit in the past 30 days, where did [] get care?",haven_labelled,2274,92.7,9,8 | 2 | 10 | 13 | 7
endline,c21_health_u7_2,"C21. For [${u7_name}]'s most recent visit/interaction, how much money was spent",numeric,2272,92.6,41,15000 | 6000 | 10000 | 0 | 8000
endline,c22_nonhealth_u7_2,"C22.For [${u7_name}]'s most recent visit/interaction, how much money was spent",numeric,2272,92.6,23,2000 | 3000 | 5000 | 10000 | 0
endline,c23_reimburse_u7_2,"C23.For [NAME's] most recent visit/interaction, how much did that ${c9_insu_u7_",numeric,2413,98.4,6,0 | 8000 | 41000 | 5200 | 30000
endline,c24_stopnormal_u7_2,"C24.For the most recent visit in the past 30 days, how many days did [${u7_name",numeric,2131,86.9,12,3 | 0 | 2 | 5 | 1
endline,c25_assist_u7_2,C25.Does [${u7_name}] or someone in his/her household currently receiving assis,character,0,0,20,7 | 9 | 0 |  | 4
endline,c25_assist_u7_0_2,C25. None,haven_labelled,1863,75.9,2,0 | 1
endline,c25_assist_u7_1_2,C25. Save the children,haven_labelled,1863,75.9,2,0 | 1
endline,c25_assist_u7_2_2,C25. LIFT,haven_labelled,1863,75.9,1,0
endline,c25_assist_u7_3_2,C25. MCCT,haven_labelled,1863,75.9,2,0 | 1
endline,c25_assist_u7_4_2,C25. UNICEF,haven_labelled,1863,75.9,2,0 | 1
endline,c25_assist_u7_5_2,C25. World Food Program (WFP),haven_labelled,1863,75.9,2,0 | 1
endline,c25_assist_u7_6_2,C25. Local charity organizations,haven_labelled,1863,75.9,2,0 | 1
endline,c25_assist_u7_7_2,C25. TdH,haven_labelled,1863,75.9,2,1 | 0
endline,c25_assist_u7_8_2,C25. Myat Wynn Lay Myar group,haven_labelled,1863,75.9,1,0
endline,c25_assist_u7_9_2,C25. Bright Start/Common Health,haven_labelled,1863,75.9,2,0 | 1
endline,c25_assist_u7_10_2,C25. Private donors,haven_labelled,1863,75.9,2,0 | 1
endline,c25_assist_u7_11_2,C25. Pact Myanmar,haven_labelled,1863,75.9,1,0
endline,c25_assist_u7_12_2,C25. International Labour Organization (ILO),haven_labelled,1863,75.9,1,0
endline,c25_assist_u7_97_2,C25. Prefer not to answer,haven_labelled,1863,75.9,1,0
endline,c25_assist_u7_98_2,C25. Don't know,haven_labelled,1863,75.9,2,0 | 1
endline,c26_nonsick_u7_2,"C26.Although you weren't [NAME wasn't] sick/ wounded, did you [he/she] consult a",character,0,0,4, | 4 | 1 | 2
endline,c26_nonsick_u7_1_2,C26. Under five visit with vaccination,haven_labelled,2185,89.1,2,0 | 1
endline,c26_nonsick_u7_2_2,C26. Under five visit without vaccination,haven_labelled,2185,89.1,2,0 | 1
endline,c26_nonsick_u7_3_2,C26. General check-up,haven_labelled,2185,89.1,1,0
endline,c26_nonsick_u7_4_2,C26. Didn't go to heath care facillity or consult with health care provider,haven_labelled,2185,89.1,2,1 | 0
endline,c27_notconsult_u7_2,C27.Why did [${u7_name}] not consult anyone or seek treatment? [Select all that,character,0,0,12, | 1 3 | 1 2 | 1 | 3
endline,c27_notconsult_u7_1_2,C27. Not serious illness,haven_labelled,2312,94.3,2,1 | 0
endline,c27_notconsult_u7_2_2,C27. Self-treated,haven_labelled,2312,94.3,2,0 | 1
endline,c27_notconsult_u7_3_2,C27. No money for treatment,haven_labelled,2312,94.3,2,1 | 0
endline,c27_notconsult_u7_4_2,C27. Too far,haven_labelled,2312,94.3,2,0 | 1
endline,c27_notconsult_u7_5_2,C27. Poor services,haven_labelled,2312,94.3,1,0
endline,c27_notconsult_u7_6_2,C27. Not safe,haven_labelled,2312,94.3,1,0
endline,c27_notconsult_u7_7_2,C27. Do not know can be fixed,haven_labelled,2312,94.3,1,0
endline,c27_notconsult_u7_8_2,C27. Do not know where to go,haven_labelled,2312,94.3,1,0
endline,c27_notconsult_u7_9_2,C27. Too expensive,haven_labelled,2312,94.3,2,0 | 1
endline,c27_notconsult_u7_10_2,C27. Could not get permission,haven_labelled,2312,94.3,1,0
endline,c27_notconsult_u7_11_2,C27. Embarrassment,haven_labelled,2312,94.3,1,0
endline,c27_notconsult_u7_12_2,C27. Problem disappeared,haven_labelled,2312,94.3,2,0 | 1
endline,c27_notconsult_u7_13_2,C27. Didn't want to go/ anxious,haven_labelled,2312,94.3,1,0
endline,c27_notconsult_u7_14_2,C27. Bad previous experience,haven_labelled,2312,94.3,1,0
endline,c27_notconsult_u7_15_2,C27. Couldn't stop working,haven_labelled,2312,94.3,1,0
endline,c27_notconsult_u7_16_2,C27. Had children/ other responsibilities at home,haven_labelled,2312,94.3,1,0
endline,c27_notconsult_u7_17_2,C27. There were insufficient health care providers at the clinics/hospitals,haven_labelled,2312,94.3,1,0
endline,c27_notconsult_u7_18_2,C27. Doctors or health care providers didn't allow me to come,haven_labelled,2312,94.3,1,0
endline,c27_notconsult_u7_19_2,C27. Concern about getting Covid 19,haven_labelled,2312,94.3,1,0
endline,c27_notconsult_u7_20_2,C27. Concern about transmitting Covid 19 to other people,haven_labelled,2312,94.3,1,0
endline,c27_notconsult_u7_21_2,C27. Clinics were closed,haven_labelled,2312,94.3,1,0
endline,c27_notconsult_u7_22_2,C27. Could not get appointment or appointment was cancelled or postponed (eg. Ho,haven_labelled,2312,94.3,1,0
endline,c27_notconsult_u7_23_2,C27. Lack of available transportation,haven_labelled,2312,94.3,1,0
endline,c27_notconsult_u7_24_2,C27. Clinic/ hospital had a long wait time,haven_labelled,2312,94.3,1,0
endline,c28_inpatient_u7_2,"C28.During the past 12 months, was [${u7_name}] hospitalized because of an illn",haven_labelled,1863,75.9,2,0 | 1
endline,c29_insu_u7_2,C29.What is the main (government or private) health insurance covering [NAME]'s,haven_labelled,1863,75.9,7,0 | 5 | 98 | 7 | 6
endline,c30_episode_u7_2,"C30.During the past 12 months, how many episodes of hospitalization did [${u7_n",numeric,2420,98.7,5,2 | 1 | 5 | 3 | 0
endline,c31_disease_u7_2,"C31.For [${u7_name}] most recent hospitalization episode, what was the main rea",character,0,0,15, | 34 | 33 34 | 2 | 28
endline,c31_disease_u7_1_2,C31. Malaria/ fever,haven_labelled,2420,98.7,1,0
endline,c31_disease_u7_2_2,C31. Diseases of Respiratory including pneumonia,haven_labelled,2420,98.7,2,0 | 1
endline,c31_disease_u7_3_2,C31. TB,haven_labelled,2420,98.7,2,0 | 1
endline,c31_disease_u7_4_2,C31. Kidney disease,haven_labelled,2420,98.7,1,0
endline,c31_disease_u7_5_2,C31. Liver disease,haven_labelled,2420,98.7,1,0
endline,c31_disease_u7_6_2,C31. Cardiovascular disease,haven_labelled,2420,98.7,2,0 | 1
endline,c31_disease_u7_7_2,C31. Haematological disorders,haven_labelled,2420,98.7,2,0 | 1
endline,c31_disease_u7_8_2,C31. Eye infections,haven_labelled,2420,98.7,1,0
endline,c31_disease_u7_9_2,C31. HIV/AIDS,haven_labelled,2420,98.7,1,0
endline,c31_disease_u7_10_2,C31. Diabetes,haven_labelled,2420,98.7,1,0
endline,c31_disease_u7_11_2,C31. Hypertension,haven_labelled,2420,98.7,1,0
endline,c31_disease_u7_12_2,C31. Diarrhea,haven_labelled,2420,98.7,2,0 | 1
endline,c31_disease_u7_13_2,C31. Intestinal worms,haven_labelled,2420,98.7,1,0
endline,c31_disease_u7_14_2,C31. STD (Syphilis etc),haven_labelled,2420,98.7,1,0
endline,c31_disease_u7_15_2,C31. Accidents and injuries,haven_labelled,2420,98.7,2,0 | 1
endline,c31_disease_u7_16_2,C31. Gender Based Violence related injuries,haven_labelled,2420,98.7,1,0
endline,c31_disease_u7_17_2,C31. Cancer,haven_labelled,2420,98.7,1,0
endline,c31_disease_u7_18_2,C31. Childbirth (Normal Delivery),haven_labelled,2420,98.7,1,0
endline,c31_disease_u7_19_2,C31. Childbirth (Caesarean),haven_labelled,2420,98.7,1,0
endline,c31_disease_u7_20_2,C31. Treatment/ surgery for reproductive health related cancers etc.,haven_labelled,2420,98.7,1,0
endline,c31_disease_u7_21_2,C31. Post-natal care/ delivery complications,haven_labelled,2420,98.7,1,0
endline,c31_disease_u7_22_2,C31. Abortion,haven_labelled,2420,98.7,1,0
endline,c31_disease_u7_23_2,C31. Covid-19,haven_labelled,2420,98.7,1,0
endline,c31_disease_u7_24_2,C31. Surgery for Appendicitis,haven_labelled,2420,98.7,1,0
endline,c31_disease_u7_25_2,"C31. Skin diseases (e.g., boils, lesions, etc.)",haven_labelled,2420,98.7,2,0 | 1
endline,c31_disease_u7_26_2,C31. Gastritics,haven_labelled,2420,98.7,1,0
endline,c31_disease_u7_27_2,C31. Abnormal pregnancy/pregnancy complications/malpresentation,haven_labelled,2420,98.7,1,0
endline,c31_disease_u7_28_2,C31. Dengue Haemorrhagic Fever,haven_labelled,2420,98.7,2,0 | 1
endline,c31_disease_u7_29_2,C31. Surgery for hydrocephalus,haven_labelled,2420,98.7,1,0
endline,c31_disease_u7_30_2,C31. Surgery for hernia,haven_labelled,2420,98.7,1,0
endline,c31_disease_u7_31_2,C31. Melena,haven_labelled,2420,98.7,1,0
endline,c31_disease_u7_32_2,C31. Intussusception,haven_labelled,2420,98.7,1,0
endline,c31_disease_u7_33_2,C31. Epilepsy/seizure,haven_labelled,2420,98.7,2,0 | 1
endline,c31_disease_u7_34_2,C31. Fever,haven_labelled,2420,98.7,2,1 | 0
endline,c31_disease_u7_35_2,C31. Drug poison/food poison,haven_labelled,2420,98.7,2,0 | 1
endline,c31_disease_u7_36_2,"C31. Signs of labours (pain, rupture of membrane)",haven_labelled,2420,98.7,1,0
endline,c31_disease_u7_37_2,C31. Jaundice,haven_labelled,2420,98.7,1,0
endline,c31_disease_u7_38_2,C31. Meningitis,haven_labelled,2420,98.7,1,0
endline,c31_disease_u7_39_2,C31. Constipation,haven_labelled,2420,98.7,1,0
endline,c31_disease_u7_40_2,C31. Low Birth weight,haven_labelled,2420,98.7,1,0
endline,c31_disease_u7_41_2,C31. The newborn could not be fed.,haven_labelled,2420,98.7,1,0
endline,c31_disease_u7_42_2,C31. Cleft palate surgery,haven_labelled,2420,98.7,1,0
endline,c31_disease_u7_43_2,C31. Dental and Oral diseases,haven_labelled,2420,98.7,1,0
endline,c31_disease_u7_44_2,C31. Reproductive system disease,haven_labelled,2420,98.7,1,0
endline,c32_opd_u7_2,"C32.For [${u7_name}] most recent hospitalization episode, did [${u7_name}] see",haven_labelled,2420,98.7,2,1 | 0
endline,c33_hospital_u7_2,"C33.For [] most recent hospitalization episode, where did [NAME] get hospitalize",haven_labelled,2420,98.7,5,6 | 1 | 3 | 5 | 2
endline,c34_stopnormal_u7_2,"C34.For [${u7_name}] most recent hospitalization episode, how many days did [$",numeric,2420,98.7,13,4 | 5 | 2 | 15 | 7
endline,c35_days_u7_2,"C35.For [${u7_name}] most recent hospitalization episode, how many days did [$",numeric,2420,98.7,7,2 | 3 | 5 | 1 | 7
endline,c36_health_u7_2,"C36. For [${u7_name}] most recent hospitalization, how much money was spent on",numeric,2420,98.7,20,20000 | 30000 | 150000 | 108000 | 60000
endline,c37_nonhealth_u7_2,"C37.For [${u7_name}] most recent hospitalization episode, how much money was sp",numeric,2420,98.7,20,5000 | 20000 | 40000 | 50000 | 0
endline,c38_reimburse_u7_2,"C38.For [${u7_name}] most recent hospitalization, how much did that ${c29_insu",numeric,2443,99.6,5,0 | 55000 | 40000 | 41000 | 50000
endline,c38_u7_live_2,C38.1 Does this child [${u7_name}] live with you right now?,haven_labelled,2420,98.7,2,1 | 3
endline,c1_time_u7_3,"C1.In the last 12 months, approximately how many times did [${u7_name}] interac",numeric,2367,96.5,12,2 | 0 | 1 | 3 | 4
endline,c2_nature_u7_3,C2.What was the nature of the interactions that [${u7_name}] had in the last 12,character,0,0,4, | 1 | 1 2 | 2
endline,c2_nature_u7_1_3,C2. Illness/ Injury,haven_labelled,2396,97.7,2,1 | 0
endline,c2_nature_u7_2_3,C2. Child immunization,haven_labelled,2396,97.7,2,0 | 1
endline,c2_nature_u7_3_3,C2. Antenatal care,haven_labelled,2396,97.7,1,0
endline,c2_nature_u7_4_3,C2. Influenza Vaccination,haven_labelled,2396,97.7,1,0
endline,c2_nature_u7_5_3,C2. Covid 19 vaccination,haven_labelled,2396,97.7,1,0
endline,c2_nature_u7_6_3,C2. Medical checkup,haven_labelled,2396,97.7,1,0
endline,c2_nature_u7_7_3,C2. Receiving health education/medical advice,haven_labelled,2396,97.7,1,0
endline,c2_nature_u7_8_3,C2. Newborn followup,haven_labelled,2396,97.7,1,0
endline,c2_nature_u7_9_3,C2. Low birth weight,haven_labelled,2396,97.7,1,0
endline,c2_nature_u7_10_3,C2. Obesity,haven_labelled,2396,97.7,1,0
endline,c2_nature_u7_11_3,C2. Child birth,haven_labelled,2396,97.7,1,0
endline,c3_test_u7_3,"C3.For all healthcare interactions that [${u7_name}] had in the last 12 months,",haven_labelled,2396,97.7,2,0 | 1
endline,c4_hospital_u7_3,"C4.In the last 12 months, how many times did [${u7_name}] stay overnight at a h",numeric,2367,96.5,1,0
endline,c5_amount_u7_3,"C5.In the last 12 months, what was the approximate amount spent on [${u7_name}]",numeric,2396,97.7,21,30000 | 12000 | 8000 | 10000 | 40000
endline,c6_selfmed_u7_3,C6.Although [${u7_name}] didn't visit/interact and hospitalize any time in the,numeric,2424,98.8,14,5000 | 98 | 0 | 20000 | 6500
endline,c7_compare_u7_3,C7.How do you think that the healthcare utilization for [${u7_name}] changed af,haven_labelled,2367,96.5,3,2 | 3 | 1
endline,c8_illyesno_u7_3,"C8.During the past 30 days did [${u7_name}] suffer from any illness, injury, or",haven_labelled,2367,96.5,2,0 | 1
endline,c9_insu_u7_3,C9.What is the main (government or private) health insurance covering [NAME]'s o,haven_labelled,2367,96.5,5,0 | 6 | 5 | 7 | 98
endline,c10_seekcare_u7_3,"C10.During the past 30 days, did [${u7_name}] consult anyone or visit any healt",haven_labelled,2411,98.3,2,0 | 1
endline,c11_disease_u7_3,"C11.For which disease (diagnosed by doctor/health care provider), [${u7_name}]",character,0,0,12, | 28 | 37 | 7 | 38
endline,c11_disease_u7_1_3,C11. Diarrhea,haven_labelled,2436,99.3,1,0
endline,c11_disease_u7_2_3,C11. Dengue Hemorrhagic Fever,haven_labelled,2436,99.3,2,0 | 1
endline,c11_disease_u7_3_3,C11. Fever,haven_labelled,2436,99.3,2,0 | 1
endline,c11_disease_u7_4_3,C11. Malaria,haven_labelled,2436,99.3,1,0
endline,c11_disease_u7_5_3,C11. Typhoid,haven_labelled,2436,99.3,1,0
endline,c11_disease_u7_6_3,C11. Kidney disease,haven_labelled,2436,99.3,1,0
endline,c11_disease_u7_7_3,"C11. Skin diseases (e.g., boils, lesions, etc.)",haven_labelled,2436,99.3,2,0 | 1
endline,c11_disease_u7_8_3,C11. Cough,haven_labelled,2436,99.3,2,0 | 1
endline,c11_disease_u7_9_3,C11. Nasal congestion,haven_labelled,2436,99.3,1,0
endline,c11_disease_u7_10_3,C11. Running nose,haven_labelled,2436,99.3,2,0 | 1
endline,c11_disease_u7_11_3,C11. Influenza,haven_labelled,2436,99.3,2,0 | 1
endline,c11_disease_u7_12_3,C11. Abdominal pain,haven_labelled,2436,99.3,1,0
endline,c11_disease_u7_13_3,C11. Covid 19,haven_labelled,2436,99.3,1,0
endline,c11_disease_u7_14_3,C11. Hypertension,haven_labelled,2436,99.3,1,0
endline,c11_disease_u7_15_3,C11. Diabetes,haven_labelled,2436,99.3,1,0
endline,c11_disease_u7_16_3,C11. Nausea and vomiting,haven_labelled,2436,99.3,2,0 | 1
endline,c11_disease_u7_17_3,"C11. Accidents (motorbike/car accidents, etc)",haven_labelled,2436,99.3,1,0
endline,c11_disease_u7_18_3,C11. Occupational injuries or other injuries,haven_labelled,2436,99.3,1,0
endline,c11_disease_u7_19_3,C11. Oral disease,haven_labelled,2436,99.3,1,0
endline,c11_disease_u7_20_3,C11. Low blood pressure/hypotension,haven_labelled,2436,99.3,2,0 | 1
endline,c11_disease_u7_21_3,"C11. Complications of pregnancy (diziness, bleeding, pain,weakness)",haven_labelled,2436,99.3,1,0
endline,c11_disease_u7_22_3,C11. Heart disease,haven_labelled,2436,99.3,1,0
endline,c11_disease_u7_23_3,C11. Sore throat,haven_labelled,2436,99.3,1,0
endline,c11_disease_u7_24_3,C11. Muscle and joint pain,haven_labelled,2436,99.3,1,0
endline,c11_disease_u7_25_3,C11. Food poison,haven_labelled,2436,99.3,1,0
endline,c11_disease_u7_26_3,C11. Gastritics,haven_labelled,2436,99.3,1,0
endline,c11_disease_u7_27_3,C11. Urinary tract infection(UTI),haven_labelled,2436,99.3,1,0
endline,c11_disease_u7_28_3,C11. Neurological disorders/headache,haven_labelled,2436,99.3,2,1 | 0
endline,c11_disease_u7_29_3,C11. Constipation,haven_labelled,2436,99.3,1,0
endline,c11_disease_u7_30_3,C11. Pneumonia/AVI/Other respiratory tract infections,haven_labelled,2436,99.3,1,0
endline,c11_disease_u7_31_3,C11. Asthema,haven_labelled,2436,99.3,2,0 | 1
endline,c11_disease_u7_32_3,C11. Intestinal worms,haven_labelled,2436,99.3,1,0
endline,c11_disease_u7_33_3,C11. Bone demorfimty,haven_labelled,2436,99.3,1,0
endline,c11_disease_u7_34_3,C11. Indigestion,haven_labelled,2436,99.3,1,0
endline,c11_disease_u7_35_3,C11. Hydrocephalus,haven_labelled,2436,99.3,1,0
endline,c11_disease_u7_36_3,C11. Bloating,haven_labelled,2436,99.3,1,0
endline,c11_disease_u7_37_3,C11. Ear infection,haven_labelled,2436,99.3,2,0 | 1
endline,c11_disease_u7_38_3,C11. Epistasis,haven_labelled,2436,99.3,2,0 | 1
endline,c11_disease_u7_39_3,C11. Epilepsy/seizure,haven_labelled,2436,99.3,2,0 | 1
endline,c11_disease_u7_40_3,C11. Paralysis,haven_labelled,2436,99.3,1,0
endline,c11_disease_u7_41_3,C11. Medical checkup/investigations,haven_labelled,2436,99.3,1,0
endline,c11_disease_u7_42_3,C11. Weakness,haven_labelled,2436,99.3,1,0
endline,c11_disease_u7_43_3,C11. Back pain,haven_labelled,2436,99.3,1,0
endline,c11_disease_u7_44_3,C11. Jaundice,haven_labelled,2436,99.3,1,0
endline,c11_disease_u7_45_3,C11. Eyes disease/eyes infection,haven_labelled,2436,99.3,1,0
endline,c11_disease_u7_46_3,C11. Liver and biliary tract disease,haven_labelled,2436,99.3,1,0
endline,c11_disease_u7_47_3,C11. Lump,haven_labelled,2436,99.3,1,0
endline,c11_disease_u7_48_3,C11. Cancer,haven_labelled,2436,99.3,1,0
endline,c11_disease_u7_98_3,C11. Don't know,haven_labelled,2436,99.3,1,0
endline,c11_disease_u7_97_3,C11. Prefer not to answer,haven_labelled,2436,99.3,1,0
endline,c12_diagnose_u7_3,C12.Were any diagnostic / lab tests performed on [${u7_name}] as a part of the,haven_labelled,2436,99.3,2,0 | 1
endline,c13_medication_u7_3,C13.Did the provider prescribe [${u7_name}] any medications as a part of the tr,haven_labelled,2436,99.3,1,1
endline,c14_meditake_u7_3,C14.Did [${u7_name}] take the medicines prescribed by the provider?,haven_labelled,2436,99.3,1,1
endline,c15_format_u7_3,"C15.For [${u7_name}] in the past 30 days, what was the format of seeking medica",character,0,0,2, | 1
endline,c15_format_u7_1_3,C15. In person,haven_labelled,2436,99.3,1,1
endline,c15_format_u7_2_3,C15. Telemdicine only,haven_labelled,2436,99.3,1,0
endline,c15_format_u7_3_3,C15. Mix of inperson and telemedcicne,haven_labelled,2436,99.3,1,0
endline,c19_pertime_u7_3,"C19.During the past 30 days, how many in-person consultation visits did [${u7_n",numeric,2436,99.3,4,2 | 1 | 4 | 3
endline,c20_personlast_u7_3,"C20.For your most recent visit in the past 30 days, where did [] get care?",haven_labelled,2436,99.3,5,7 | 1 | 2 | 8 | 3
endline,c21_health_u7_3,"C21. For [${u7_name}]'s most recent visit/interaction, how much money was spent",numeric,2436,99.3,10,18000 | 15000 | 30000 | 50000 | 17000
endline,c22_nonhealth_u7_3,"C22.For [${u7_name}]'s most recent visit/interaction, how much money was spent",numeric,2436,99.3,7,12000 | 5000 | 15000 | 3000 | 30000
endline,c23_reimburse_u7_3,"C23.For [NAME's] most recent visit/interaction, how much did that ${c9_insu_u7_",numeric,2451,99.9,1,0
endline,c24_stopnormal_u7_3,"C24.For the most recent visit in the past 30 days, how many days did [${u7_name",numeric,2411,98.3,7,0 | 5 | 3 | 2 | 4
endline,c25_assist_u7_3,C25.Does [${u7_name}] or someone in his/her household currently receiving assis,character,0,0,10, | 0 | 7 | 5 7 | 4 5 7
endline,c25_assist_u7_0_3,C25. None,haven_labelled,2367,96.5,2,1 | 0
endline,c25_assist_u7_1_3,C25. Save the children,haven_labelled,2367,96.5,1,0
endline,c25_assist_u7_2_3,C25. LIFT,haven_labelled,2367,96.5,1,0
endline,c25_assist_u7_3_3,C25. MCCT,haven_labelled,2367,96.5,1,0
endline,c25_assist_u7_4_3,C25. UNICEF,haven_labelled,2367,96.5,2,0 | 1
endline,c25_assist_u7_5_3,C25. World Food Program (WFP),haven_labelled,2367,96.5,2,0 | 1
endline,c25_assist_u7_6_3,C25. Local charity organizations,haven_labelled,2367,96.5,1,0
endline,c25_assist_u7_7_3,C25. TdH,haven_labelled,2367,96.5,2,0 | 1
endline,c25_assist_u7_8_3,C25. Myat Wynn Lay Myar group,haven_labelled,2367,96.5,1,0
endline,c25_assist_u7_9_3,C25. Bright Start/Common Health,haven_labelled,2367,96.5,2,0 | 1
endline,c25_assist_u7_10_3,C25. Private donors,haven_labelled,2367,96.5,1,0
endline,c25_assist_u7_11_3,C25. Pact Myanmar,haven_labelled,2367,96.5,1,0
endline,c25_assist_u7_12_3,C25. International Labour Organization (ILO),haven_labelled,2367,96.5,1,0
endline,c25_assist_u7_97_3,C25. Prefer not to answer,haven_labelled,2367,96.5,1,0
endline,c25_assist_u7_98_3,C25. Don't know,haven_labelled,2367,96.5,2,0 | 1
endline,c26_nonsick_u7_3,"C26.Although you weren't [NAME wasn't] sick/ wounded, did you [he/she] consult a",character,0,0,3, | 4 | 1
endline,c26_nonsick_u7_1_3,C26. Under five visit with vaccination,haven_labelled,2409,98.2,2,0 | 1
endline,c26_nonsick_u7_2_3,C26. Under five visit without vaccination,haven_labelled,2409,98.2,1,0
endline,c26_nonsick_u7_3_3,C26. General check-up,haven_labelled,2409,98.2,1,0
endline,c26_nonsick_u7_4_3,C26. Didn't go to heath care facillity or consult with health care provider,haven_labelled,2409,98.2,2,1 | 0
endline,c27_notconsult_u7_3,C27.Why did [${u7_name}] not consult anyone or seek treatment? [Select all that,character,0,0,9, | 1 | 1 2 | 3 9 | 1 2 3
endline,c27_notconsult_u7_1_3,C27. Not serious illness,haven_labelled,2428,99,2,1 | 0
endline,c27_notconsult_u7_2_3,C27. Self-treated,haven_labelled,2428,99,2,0 | 1
endline,c27_notconsult_u7_3_3,C27. No money for treatment,haven_labelled,2428,99,2,0 | 1
endline,c27_notconsult_u7_4_3,C27. Too far,haven_labelled,2428,99,1,0
endline,c27_notconsult_u7_5_3,C27. Poor services,haven_labelled,2428,99,1,0
endline,c27_notconsult_u7_6_3,C27. Not safe,haven_labelled,2428,99,1,0
endline,c27_notconsult_u7_7_3,C27. Do not know can be fixed,haven_labelled,2428,99,1,0
endline,c27_notconsult_u7_8_3,C27. Do not know where to go,haven_labelled,2428,99,1,0
endline,c27_notconsult_u7_9_3,C27. Too expensive,haven_labelled,2428,99,2,0 | 1
endline,c27_notconsult_u7_10_3,C27. Could not get permission,haven_labelled,2428,99,1,0
endline,c27_notconsult_u7_11_3,C27. Embarrassment,haven_labelled,2428,99,1,0
endline,c27_notconsult_u7_12_3,C27. Problem disappeared,haven_labelled,2428,99,1,0
endline,c27_notconsult_u7_13_3,C27. Didn't want to go/ anxious,haven_labelled,2428,99,1,0
endline,c27_notconsult_u7_14_3,C27. Bad previous experience,haven_labelled,2428,99,1,0
endline,c27_notconsult_u7_15_3,C27. Couldn't stop working,haven_labelled,2428,99,1,0
endline,c27_notconsult_u7_16_3,C27. Had children/ other responsibilities at home,haven_labelled,2428,99,1,0
endline,c27_notconsult_u7_17_3,C27. There were insufficient health care providers at the clinics/hospitals,haven_labelled,2428,99,1,0
endline,c27_notconsult_u7_18_3,C27. Doctors or health care providers didn't allow me to come,haven_labelled,2428,99,1,0
endline,c27_notconsult_u7_19_3,C27. Concern about getting Covid 19,haven_labelled,2428,99,1,0
endline,c27_notconsult_u7_20_3,C27. Concern about transmitting Covid 19 to other people,haven_labelled,2428,99,1,0
endline,c27_notconsult_u7_21_3,C27. Clinics were closed,haven_labelled,2428,99,1,0
endline,c27_notconsult_u7_22_3,C27. Could not get appointment or appointment was cancelled or postponed (eg. Ho,haven_labelled,2428,99,1,0
endline,c27_notconsult_u7_23_3,C27. Lack of available transportation,haven_labelled,2428,99,1,0
endline,c27_notconsult_u7_24_3,C27. Clinic/ hospital had a long wait time,haven_labelled,2428,99,1,0
endline,c28_inpatient_u7_3,"C28.During the past 12 months, was [${u7_name}] hospitalized because of an illn",haven_labelled,2367,96.5,1,0
endline,c29_insu_u7_3,C29.What is the main (government or private) health insurance covering [NAME]'s,haven_labelled,2367,96.5,4,0 | 5 | 7 | 98
endline,c1_time_u7_4,"C1.In the last 12 months, approximately how many times did [${u7_name}] interac",numeric,2445,99.7,5,0 | 1 | 12 | 3 | 4
endline,c2_nature_u7_4,C2.What was the nature of the interactions that [${u7_name}] had in the last 12,character,0,0,3, | 1 | 1 6
endline,c2_nature_u7_1_4,C2. Illness/ Injury,haven_labelled,2448,99.8,1,1
endline,c2_nature_u7_2_4,C2. Child immunization,haven_labelled,2448,99.8,1,0
endline,c2_nature_u7_3_4,C2. Antenatal care,haven_labelled,2448,99.8,1,0
endline,c2_nature_u7_4_4,C2. Influenza Vaccination,haven_labelled,2448,99.8,1,0
endline,c2_nature_u7_5_4,C2. Covid 19 vaccination,haven_labelled,2448,99.8,1,0
endline,c2_nature_u7_6_4,C2. Medical checkup,haven_labelled,2448,99.8,2,0 | 1
endline,c2_nature_u7_7_4,C2. Receiving health education/medical advice,haven_labelled,2448,99.8,1,0
endline,c2_nature_u7_8_4,C2. Newborn followup,haven_labelled,2448,99.8,1,0
endline,c2_nature_u7_9_4,C2. Low birth weight,haven_labelled,2448,99.8,1,0
endline,c2_nature_u7_10_4,C2. Obesity,haven_labelled,2448,99.8,1,0
endline,c2_nature_u7_11_4,C2. Child birth,haven_labelled,2448,99.8,1,0
endline,c3_test_u7_4,"C3.For all healthcare interactions that [${u7_name}] had in the last 12 months,",haven_labelled,2448,99.8,2,0 | 1
endline,c4_hospital_u7_4,"C4.In the last 12 months, how many times did [${u7_name}] stay overnight at a h",numeric,2445,99.7,1,0
